"codmunres","ano","nascimentos","partos_na_macro_com_1mais_uti","partos_na_macro_com_4mais_uti","partos_na_macro_sem_1mais_uti","partos_na_macro_sem_4mais_uti","partos_fora_macro_com_1mais_uti","partos_fora_macro_com_4mais_uti","partos_fora_macro_sem_1mais_uti","partos_fora_macro_sem_4mais_uti","partos_na_macro_sem_inf","partos_fora_macro_sem_inf"
311070,2024,4,4,4,0,0,0,0,0,0,0,0
311070,2025,2,2,2,0,0,0,0,0,0,0,0
311080,2023,0,0,0,0,0,0,0,0,0,0,0
311080,2024,1,0,0,1,1,0,0,0,0,0,0
311080,2025,1,1,1,0,0,0,0,0,0,0,0
311090,2023,3,1,1,1,1,0,0,0,0,1,0
311090,2024,1,0,0,1,1,0,0,0,0,0,0
311090,2025,0,0,0,0,0,0,0,0,0,0,0
311100,2023,0,0,0,0,0,0,0,0,0,0,0
311100,2024,2,2,2,0,0,0,0,0,0,0,0
311100,2025,4,1,1,1,1,2,2,0,0,0,0
311110,2023,2,2,2,0,0,0,0,0,0,0,0
311110,2024,1,0,0,1,1,0,0,0,0,0,0
311110,2025,1,1,1,0,0,0,0,0,0,0,0
311115,2023,1,1,1,0,0,0,0,0,0,0,0
311115,2024,0,0,0,0,0,0,0,0,0,0,0
311115,2025,0,0,0,0,0,0,0,0,0,0,0
311120,2023,10,0,0,1,1,9,9,0,0,0,0
311120,2024,8,0,0,1,1,7,7,0,0,0,0
311120,2025,2,0,0,0,0,2,2,0,0,0,0
311130,2023,3,3,3,0,0,0,0,0,0,0,0
311130,2024,2,2,2,0,0,0,0,0,0,0,0
311130,2025,2,2,2,0,0,0,0,0,0,0,0
311140,2023,0,0,0,0,0,0,0,0,0,0,0
311140,2024,0,0,0,0,0,0,0,0,0,0,0
311140,2025,0,0,0,0,0,0,0,0,0,0,0
311150,2023,3,2,2,0,0,1,1,0,0,0,0
311150,2024,5,4,4,0,0,1,1,0,0,0,0
311150,2025,1,1,1,0,0,0,0,0,0,0,0
311160,2023,2,1,1,0,0,1,1,0,0,0,0
311160,2024,3,3,3,0,0,0,0,0,0,0,0
311160,2025,2,2,2,0,0,0,0,0,0,0,0
311170,2023,2,2,2,0,0,0,0,0,0,0,0
311170,2024,0,0,0,0,0,0,0,0,0,0,0
311170,2025,0,0,0,0,0,0,0,0,0,0,0
311180,2023,1,1,1,0,0,0,0,0,0,0,0
311180,2024,0,0,0,0,0,0,0,0,0,0,0
311180,2025,0,0,0,0,0,0,0,0,0,0,0
311190,2023,0,0,0,0,0,0,0,0,0,0,0
311190,2024,0,0,0,0,0,0,0,0,0,0,0
311190,2025,0,0,0,0,0,0,0,0,0,0,0
311200,2023,1,0,0,0,0,1,1,0,0,0,0
311200,2024,0,0,0,0,0,0,0,0,0,0,0
311200,2025,1,0,0,1,1,0,0,0,0,0,0
311205,2023,2,0,0,0,0,2,2,0,0,0,0
311205,2024,2,1,1,1,1,0,0,0,0,0,0
311205,2025,0,0,0,0,0,0,0,0,0,0,0
311210,2023,0,0,0,0,0,0,0,0,0,0,0
311210,2024,0,0,0,0,0,0,0,0,0,0,0
311210,2025,2,2,2,0,0,0,0,0,0,0,0
311220,2023,1,1,1,0,0,0,0,0,0,0,0
311220,2024,0,0,0,0,0,0,0,0,0,0,0
311220,2025,1,1,1,0,0,0,0,0,0,0,0
311230,2023,8,1,1,6,6,1,1,0,0,0,0
311230,2024,3,1,1,1,1,1,1,0,0,0,0
311230,2025,5,1,1,3,3,0,0,1,1,0,0
311240,2023,1,1,1,0,0,0,0,0,0,0,0
311240,2024,1,1,1,0,0,0,0,0,0,0,0
311240,2025,0,0,0,0,0,0,0,0,0,0,0
311250,2023,2,2,2,0,0,0,0,0,0,0,0
311250,2024,3,3,3,0,0,0,0,0,0,0,0
311250,2025,0,0,0,0,0,0,0,0,0,0,0
311260,2023,3,2,2,1,1,0,0,0,0,0,0
311260,2024,1,1,1,0,0,0,0,0,0,0,0
311260,2025,4,3,3,1,1,0,0,0,0,0,0
311265,2023,0,0,0,0,0,0,0,0,0,0,0
311265,2024,0,0,0,0,0,0,0,0,0,0,0
311265,2025,0,0,0,0,0,0,0,0,0,0,0
311270,2023,5,5,5,0,0,0,0,0,0,0,0
311270,2024,2,2,2,0,0,0,0,0,0,0,0
311270,2025,1,1,1,0,0,0,0,0,0,0,0
311280,2023,1,1,1,0,0,0,0,0,0,0,0
311280,2024,0,0,0,0,0,0,0,0,0,0,0
311280,2025,2,2,2,0,0,0,0,0,0,0,0
311290,2023,1,1,1,0,0,0,0,0,0,0,0
311290,2024,0,0,0,0,0,0,0,0,0,0,0
311290,2025,0,0,0,0,0,0,0,0,0,0,0
311300,2023,5,3,3,2,2,0,0,0,0,0,0
311300,2024,0,0,0,0,0,0,0,0,0,0,0
311300,2025,1,1,1,0,0,0,0,0,0,0,0
311310,2023,1,1,1,0,0,0,0,0,0,0,0
311310,2024,0,0,0,0,0,0,0,0,0,0,0
311310,2025,0,0,0,0,0,0,0,0,0,0,0
311320,2023,5,1,1,2,2,2,2,0,0,0,0
311320,2024,4,2,2,0,0,2,2,0,0,0,0
311320,2025,4,2,2,1,1,1,1,0,0,0,0
311330,2023,1,1,1,0,0,0,0,0,0,0,0
311330,2024,3,3,3,0,0,0,0,0,0,0,0
311330,2025,3,3,3,0,0,0,0,0,0,0,0
311340,2023,23,23,23,0,0,0,0,0,0,0,0
311340,2024,9,7,7,0,0,2,2,0,0,0,0
311340,2025,7,7,7,0,0,0,0,0,0,0,0
311350,2023,2,2,2,0,0,0,0,0,0,0,0
311350,2024,4,3,3,0,0,1,1,0,0,0,0
311350,2025,0,0,0,0,0,0,0,0,0,0,0
311360,2023,0,0,0,0,0,0,0,0,0,0,0
311360,2024,1,1,1,0,0,0,0,0,0,0,0
311360,2025,0,0,0,0,0,0,0,0,0,0,0
311370,2023,1,1,1,0,0,0,0,0,0,0,0
311370,2024,2,1,1,0,0,1,1,0,0,0,0
311370,2025,0,0,0,0,0,0,0,0,0,0,0
311380,2023,0,0,0,0,0,0,0,0,0,0,0
311380,2024,1,0,0,1,1,0,0,0,0,0,0
311380,2025,0,0,0,0,0,0,0,0,0,0,0
311390,2023,1,0,0,0,0,1,1,0,0,0,0
311390,2024,6,6,6,0,0,0,0,0,0,0,0
311390,2025,0,0,0,0,0,0,0,0,0,0,0
311400,2023,1,0,0,0,0,1,1,0,0,0,0
311400,2024,0,0,0,0,0,0,0,0,0,0,0
311400,2025,0,0,0,0,0,0,0,0,0,0,0
311410,2023,3,3,3,0,0,0,0,0,0,0,0
311410,2024,2,2,2,0,0,0,0,0,0,0,0
311410,2025,0,0,0,0,0,0,0,0,0,0,0
311420,2023,5,3,3,0,0,2,2,0,0,0,0
311420,2024,4,3,3,0,0,1,1,0,0,0,0
311420,2025,2,2,2,0,0,0,0,0,0,0,0
311430,2023,4,2,2,1,1,1,1,0,0,0,0
311430,2024,4,4,4,0,0,0,0,0,0,0,0
311430,2025,3,3,3,0,0,0,0,0,0,0,0
311440,2023,2,2,2,0,0,0,0,0,0,0,0
311440,2024,1,1,1,0,0,0,0,0,0,0,0
311440,2025,1,1,1,0,0,0,0,0,0,0,0
311450,2023,1,1,1,0,0,0,0,0,0,0,0
311450,2024,4,1,1,1,1,2,2,0,0,0,0
311450,2025,1,0,0,0,0,1,1,0,0,0,0
311455,2023,0,0,0,0,0,0,0,0,0,0,0
311455,2024,1,1,1,0,0,0,0,0,0,0,0
311455,2025,0,0,0,0,0,0,0,0,0,0,0
311460,2023,0,0,0,0,0,0,0,0,0,0,0
311460,2024,1,1,1,0,0,0,0,0,0,0,0
311460,2025,0,0,0,0,0,0,0,0,0,0,0
311470,2023,0,0,0,0,0,0,0,0,0,0,0
311470,2024,1,1,1,0,0,0,0,0,0,0,0
311470,2025,0,0,0,0,0,0,0,0,0,0,0
311480,2023,1,1,1,0,0,0,0,0,0,0,0
311480,2024,0,0,0,0,0,0,0,0,0,0,0
311480,2025,0,0,0,0,0,0,0,0,0,0,0
311490,2023,0,0,0,0,0,0,0,0,0,0,0
311490,2024,0,0,0,0,0,0,0,0,0,0,0
311490,2025,0,0,0,0,0,0,0,0,0,0,0
311500,2023,2,2,2,0,0,0,0,0,0,0,0
311500,2024,1,1,1,0,0,0,0,0,0,0,0
311500,2025,0,0,0,0,0,0,0,0,0,0,0
311510,2023,5,3,3,1,1,1,0,0,1,0,0
311510,2024,2,2,2,0,0,0,0,0,0,0,0
311510,2025,1,1,1,0,0,0,0,0,0,0,0
311520,2023,2,2,2,0,0,0,0,0,0,0,0
311520,2024,3,3,3,0,0,0,0,0,0,0,0
311520,2025,1,1,1,0,0,0,0,0,0,0,0
311530,2023,16,11,11,5,5,0,0,0,0,0,0
311530,2024,12,7,7,5,5,0,0,0,0,0,0
311530,2025,5,5,5,0,0,0,0,0,0,0,0
311535,2023,2,0,0,2,2,0,0,0,0,0,0
311535,2024,1,0,0,1,1,0,0,0,0,0,0
311535,2025,0,0,0,0,0,0,0,0,0,0,0
311540,2023,0,0,0,0,0,0,0,0,0,0,0
311540,2024,0,0,0,0,0,0,0,0,0,0,0
311540,2025,0,0,0,0,0,0,0,0,0,0,0
311545,2023,2,2,2,0,0,0,0,0,0,0,0
311545,2024,1,1,1,0,0,0,0,0,0,0,0
311545,2025,2,2,2,0,0,0,0,0,0,0,0
311547,2023,2,1,1,1,1,0,0,0,0,0,0
311547,2024,1,1,1,0,0,0,0,0,0,0,0
311547,2025,0,0,0,0,0,0,0,0,0,0,0
311550,2023,0,0,0,0,0,0,0,0,0,0,0
311550,2024,4,4,4,0,0,0,0,0,0,0,0
311550,2025,1,1,1,0,0,0,0,0,0,0,0
311560,2023,0,0,0,0,0,0,0,0,0,0,0
311560,2024,0,0,0,0,0,0,0,0,0,0,0
311560,2025,0,0,0,0,0,0,0,0,0,0,0
311570,2023,2,2,2,0,0,0,0,0,0,0,0
311570,2024,0,0,0,0,0,0,0,0,0,0,0
311570,2025,1,1,1,0,0,0,0,0,0,0,0
311580,2023,0,0,0,0,0,0,0,0,0,0,0
311580,2024,1,1,1,0,0,0,0,0,0,0,0
311580,2025,2,2,2,0,0,0,0,0,0,0,0
311590,2023,1,1,1,0,0,0,0,0,0,0,0
311590,2024,0,0,0,0,0,0,0,0,0,0,0
311590,2025,0,0,0,0,0,0,0,0,0,0,0
311600,2023,0,0,0,0,0,0,0,0,0,0,0
311600,2024,2,0,0,0,0,2,2,0,0,0,0
311600,2025,0,0,0,0,0,0,0,0,0,0,0
311610,2023,2,1,1,1,1,0,0,0,0,0,0
311610,2024,1,0,0,0,0,1,1,0,0,0,0
311610,2025,0,0,0,0,0,0,0,0,0,0,0
311615,2023,4,0,0,2,2,2,2,0,0,0,0
311615,2024,3,0,0,1,1,2,2,0,0,0,0
311615,2025,2,0,0,0,0,0,0,2,2,0,0
311620,2023,1,1,1,0,0,0,0,0,0,0,0
311620,2024,0,0,0,0,0,0,0,0,0,0,0
311620,2025,0,0,0,0,0,0,0,0,0,0,0
311630,2023,1,1,1,0,0,0,0,0,0,0,0
311630,2024,1,1,1,0,0,0,0,0,0,0,0
311630,2025,1,1,1,0,0,0,0,0,0,0,0
311640,2023,2,1,1,0,0,1,0,0,1,0,0
311640,2024,2,2,2,0,0,0,0,0,0,0,0
311640,2025,1,1,1,0,0,0,0,0,0,0,0
311650,2023,3,2,2,0,0,0,0,0,0,1,0
311650,2024,1,1,1,0,0,0,0,0,0,0,0
311650,2025,1,1,1,0,0,0,0,0,0,0,0
311660,2023,4,3,3,0,0,1,1,0,0,0,0
311660,2024,3,0,0,2,2,1,1,0,0,0,0
311660,2025,2,1,1,1,1,0,0,0,0,0,0
311670,2023,1,0,0,0,0,1,1,0,0,0,0
311670,2024,0,0,0,0,0,0,0,0,0,0,0
311670,2025,0,0,0,0,0,0,0,0,0,0,0
311680,2023,0,0,0,0,0,0,0,0,0,0,0
311680,2024,5,4,4,1,1,0,0,0,0,0,0
311680,2025,0,0,0,0,0,0,0,0,0,0,0
311690,2023,3,3,3,0,0,0,0,0,0,0,0
311690,2024,0,0,0,0,0,0,0,0,0,0,0
311690,2025,0,0,0,0,0,0,0,0,0,0,0
311700,2023,0,0,0,0,0,0,0,0,0,0,0
311700,2024,1,0,0,1,1,0,0,0,0,0,0
311700,2025,0,0,0,0,0,0,0,0,0,0,0
311710,2023,0,0,0,0,0,0,0,0,0,0,0
311710,2024,0,0,0,0,0,0,0,0,0,0,0
311710,2025,0,0,0,0,0,0,0,0,0,0,0
311720,2023,1,1,1,0,0,0,0,0,0,0,0
311720,2024,3,3,3,0,0,0,0,0,0,0,0
311720,2025,0,0,0,0,0,0,0,0,0,0,0
311730,2023,5,3,3,0,0,0,0,0,0,2,0
311730,2024,5,4,4,0,0,0,0,0,0,1,0
311730,2025,2,1,1,1,1,0,0,0,0,0,0
311740,2023,0,0,0,0,0,0,0,0,0,0,0
311740,2024,0,0,0,0,0,0,0,0,0,0,0
311740,2025,1,1,1,0,0,0,0,0,0,0,0
311750,2023,7,1,1,2,2,4,4,0,0,0,0
311750,2024,5,2,2,2,2,1,1,0,0,0,0
311750,2025,3,1,1,1,1,1,1,0,0,0,0
311760,2023,0,0,0,0,0,0,0,0,0,0,0
311760,2024,1,0,0,0,0,1,1,0,0,0,0
311760,2025,0,0,0,0,0,0,0,0,0,0,0
311770,2023,2,2,2,0,0,0,0,0,0,0,0
311770,2024,1,1,1,0,0,0,0,0,0,0,0
311770,2025,2,1,1,1,1,0,0,0,0,0,0
311780,2023,0,0,0,0,0,0,0,0,0,0,0
311780,2024,0,0,0,0,0,0,0,0,0,0,0
311780,2025,1,0,0,1,1,0,0,0,0,0,0
311783,2023,0,0,0,0,0,0,0,0,0,0,0
311783,2024,0,0,0,0,0,0,0,0,0,0,0
311783,2025,0,0,0,0,0,0,0,0,0,0,0
311787,2023,2,2,2,0,0,0,0,0,0,0,0
311787,2024,2,2,2,0,0,0,0,0,0,0,0
311787,2025,1,1,1,0,0,0,0,0,0,0,0
311790,2023,2,2,2,0,0,0,0,0,0,0,0
311790,2024,3,3,3,0,0,0,0,0,0,0,0
311790,2025,0,0,0,0,0,0,0,0,0,0,0
311800,2023,13,1,1,5,5,7,7,0,0,0,0
311800,2024,11,4,4,4,4,3,3,0,0,0,0
311800,2025,12,3,3,3,3,6,6,0,0,0,0
311810,2023,2,2,2,0,0,0,0,0,0,0,0
311810,2024,0,0,0,0,0,0,0,0,0,0,0
311810,2025,0,0,0,0,0,0,0,0,0,0,0
311820,2023,2,2,2,0,0,0,0,0,0,0,0
311820,2024,1,0,0,1,1,0,0,0,0,0,0
311820,2025,0,0,0,0,0,0,0,0,0,0,0
311830,2023,25,3,3,6,6,16,16,0,0,0,0
311830,2024,26,2,2,6,6,18,18,0,0,0,0
311830,2025,8,0,0,2,2,6,6,0,0,0,0
311840,2023,4,2,2,2,2,0,0,0,0,0,0
311840,2024,1,0,0,1,1,0,0,0,0,0,0
311840,2025,1,0,0,1,1,0,0,0,0,0,0
311850,2023,0,0,0,0,0,0,0,0,0,0,0
311850,2024,0,0,0,0,0,0,0,0,0,0,0
311850,2025,0,0,0,0,0,0,0,0,0,0,0
311860,2023,115,113,107,1,7,0,0,0,0,1,0
311860,2024,92,90,88,1,3,1,1,0,0,0,0
311860,2025,72,71,71,0,0,0,0,0,0,1,0
311870,2023,1,1,1,0,0,0,0,0,0,0,0
311870,2024,1,1,1,0,0,0,0,0,0,0,0
311870,2025,1,1,1,0,0,0,0,0,0,0,0
311880,2023,2,2,2,0,0,0,0,0,0,0,0
311880,2024,1,1,1,0,0,0,0,0,0,0,0
311880,2025,1,1,1,0,0,0,0,0,0,0,0
311890,2023,3,3,3,0,0,0,0,0,0,0,0
311890,2024,0,0,0,0,0,0,0,0,0,0,0
311890,2025,3,3,3,0,0,0,0,0,0,0,0
311900,2023,1,1,1,0,0,0,0,0,0,0,0
311900,2024,2,0,0,0,0,2,2,0,0,0,0
311900,2025,1,1,1,0,0,0,0,0,0,0,0
311910,2023,4,2,2,1,1,0,0,0,0,1,0
311910,2024,6,6,6,0,0,0,0,0,0,0,0
311910,2025,4,4,4,0,0,0,0,0,0,0,0
311920,2023,1,1,1,0,0,0,0,0,0,0,0
311920,2024,1,1,1,0,0,0,0,0,0,0,0
311920,2025,1,1,1,0,0,0,0,0,0,0,0
311930,2023,1,0,0,0,0,1,1,0,0,0,0
311930,2024,2,2,2,0,0,0,0,0,0,0,0
311930,2025,2,1,1,0,0,1,1,0,0,0,0
311940,2023,21,18,18,1,1,1,1,0,0,1,0
311940,2024,18,17,17,0,0,1,1,0,0,0,0
311940,2025,7,6,6,1,1,0,0,0,0,0,0
311950,2023,1,0,0,1,1,0,0,0,0,0,0
311950,2024,0,0,0,0,0,0,0,0,0,0,0
311950,2025,0,0,0,0,0,0,0,0,0,0,0
311960,2023,0,0,0,0,0,0,0,0,0,0,0
311960,2024,0,0,0,0,0,0,0,0,0,0,0
311960,2025,0,0,0,0,0,0,0,0,0,0,0
311970,2023,0,0,0,0,0,0,0,0,0,0,0
311970,2024,0,0,0,0,0,0,0,0,0,0,0
311970,2025,0,0,0,0,0,0,0,0,0,0,0
311980,2023,0,0,0,0,0,0,0,0,0,0,0
311980,2024,0,0,0,0,0,0,0,0,0,0,0
311980,2025,0,0,0,0,0,0,0,0,0,0,0
311990,2023,0,0,0,0,0,0,0,0,0,0,0
311990,2024,0,0,0,0,0,0,0,0,0,0,0
311990,2025,0,0,0,0,0,0,0,0,0,0,0
311995,2023,1,1,1,0,0,0,0,0,0,0,0
311995,2024,2,2,2,0,0,0,0,0,0,0,0
311995,2025,0,0,0,0,0,0,0,0,0,0,0
312000,2023,1,1,1,0,0,0,0,0,0,0,0
312000,2024,0,0,0,0,0,0,0,0,0,0,0
312000,2025,0,0,0,0,0,0,0,0,0,0,0
312010,2023,3,3,3,0,0,0,0,0,0,0,0
312010,2024,0,0,0,0,0,0,0,0,0,0,0
312010,2025,0,0,0,0,0,0,0,0,0,0,0
312015,2023,0,0,0,0,0,0,0,0,0,0,0
312015,2024,0,0,0,0,0,0,0,0,0,0,0
312015,2025,0,0,0,0,0,0,0,0,0,0,0
312020,2023,0,0,0,0,0,0,0,0,0,0,0
312020,2024,2,0,0,1,1,1,1,0,0,0,0
312020,2025,2,0,0,1,1,1,1,0,0,0,0
312030,2023,1,1,1,0,0,0,0,0,0,0,0
312030,2024,0,0,0,0,0,0,0,0,0,0,0
312030,2025,0,0,0,0,0,0,0,0,0,0,0
312040,2023,0,0,0,0,0,0,0,0,0,0,0
312040,2024,0,0,0,0,0,0,0,0,0,0,0
312040,2025,0,0,0,0,0,0,0,0,0,0,0
312050,2023,0,0,0,0,0,0,0,0,0,0,0
312050,2024,2,2,2,0,0,0,0,0,0,0,0
312050,2025,0,0,0,0,0,0,0,0,0,0,0
312060,2023,0,0,0,0,0,0,0,0,0,0,0
312060,2024,2,2,2,0,0,0,0,0,0,0,0
312060,2025,0,0,0,0,0,0,0,0,0,0,0
312070,2023,0,0,0,0,0,0,0,0,0,0,0
312070,2024,0,0,0,0,0,0,0,0,0,0,0
312070,2025,0,0,0,0,0,0,0,0,0,0,0
312080,2023,4,4,4,0,0,0,0,0,0,0,0
312080,2024,1,0,0,1,1,0,0,0,0,0,0
312080,2025,4,3,3,1,1,0,0,0,0,0,0
312083,2023,3,3,3,0,0,0,0,0,0,0,0
312083,2024,0,0,0,0,0,0,0,0,0,0,0
312083,2025,1,1,1,0,0,0,0,0,0,0,0
312087,2023,0,0,0,0,0,0,0,0,0,0,0
312087,2024,0,0,0,0,0,0,0,0,0,0,0
312087,2025,1,1,1,0,0,0,0,0,0,0,0
312090,2023,10,10,10,0,0,0,0,0,0,0,0
312090,2024,8,8,8,0,0,0,0,0,0,0,0
312090,2025,9,8,8,1,1,0,0,0,0,0,0
312100,2023,2,2,2,0,0,0,0,0,0,0,0
312100,2024,0,0,0,0,0,0,0,0,0,0,0
312100,2025,1,1,1,0,0,0,0,0,0,0,0
312110,2023,1,1,1,0,0,0,0,0,0,0,0
312110,2024,0,0,0,0,0,0,0,0,0,0,0
312110,2025,0,0,0,0,0,0,0,0,0,0,0
312120,2023,0,0,0,0,0,0,0,0,0,0,0
312120,2024,0,0,0,0,0,0,0,0,0,0,0
312120,2025,0,0,0,0,0,0,0,0,0,0,0
312125,2023,1,0,0,0,0,0,0,0,0,1,0
312125,2024,2,2,2,0,0,0,0,0,0,0,0
312125,2025,1,1,1,0,0,0,0,0,0,0,0
312130,2023,0,0,0,0,0,0,0,0,0,0,0
312130,2024,0,0,0,0,0,0,0,0,0,0,0
312130,2025,0,0,0,0,0,0,0,0,0,0,0
312140,2023,1,0,0,0,0,1,1,0,0,0,0
312140,2024,0,0,0,0,0,0,0,0,0,0,0
312140,2025,0,0,0,0,0,0,0,0,0,0,0
312150,2023,0,0,0,0,0,0,0,0,0,0,0
312150,2024,1,1,1,0,0,0,0,0,0,0,0
312150,2025,0,0,0,0,0,0,0,0,0,0,0
312160,2023,3,3,3,0,0,0,0,0,0,0,0
312160,2024,7,5,5,0,0,2,2,0,0,0,0
312160,2025,6,6,6,0,0,0,0,0,0,0,0
312170,2023,2,2,2,0,0,0,0,0,0,0,0
312170,2024,3,1,1,0,0,2,2,0,0,0,0
312170,2025,2,1,1,0,0,1,1,0,0,0,0
312180,2023,2,2,2,0,0,0,0,0,0,0,0
312180,2024,0,0,0,0,0,0,0,0,0,0,0
312180,2025,0,0,0,0,0,0,0,0,0,0,0
312190,2023,0,0,0,0,0,0,0,0,0,0,0
312190,2024,1,1,1,0,0,0,0,0,0,0,0
312190,2025,0,0,0,0,0,0,0,0,0,0,0
312200,2023,3,3,3,0,0,0,0,0,0,0,0
312200,2024,1,1,1,0,0,0,0,0,0,0,0
312200,2025,3,3,3,0,0,0,0,0,0,0,0
312210,2023,1,1,1,0,0,0,0,0,0,0,0
312210,2024,1,1,1,0,0,0,0,0,0,0,0
312210,2025,0,0,0,0,0,0,0,0,0,0,0
312220,2023,1,1,1,0,0,0,0,0,0,0,0
312220,2024,0,0,0,0,0,0,0,0,0,0,0
312220,2025,2,2,2,0,0,0,0,0,0,0,0
312230,2023,44,37,37,1,1,6,6,0,0,0,0
312230,2024,23,20,20,0,0,3,3,0,0,0,0
312230,2025,18,12,12,0,0,6,6,0,0,0,0
312235,2023,0,0,0,0,0,0,0,0,0,0,0
312235,2024,0,0,0,0,0,0,0,0,0,0,0
312235,2025,0,0,0,0,0,0,0,0,0,0,0
312240,2023,0,0,0,0,0,0,0,0,0,0,0
312240,2024,0,0,0,0,0,0,0,0,0,0,0
312240,2025,0,0,0,0,0,0,0,0,0,0,0
312245,2023,1,1,1,0,0,0,0,0,0,0,0
312245,2024,0,0,0,0,0,0,0,0,0,0,0
312245,2025,2,0,0,2,2,0,0,0,0,0,0
312247,2023,0,0,0,0,0,0,0,0,0,0,0
312247,2024,0,0,0,0,0,0,0,0,0,0,0
312247,2025,0,0,0,0,0,0,0,0,0,0,0
312250,2023,0,0,0,0,0,0,0,0,0,0,0
312250,2024,0,0,0,0,0,0,0,0,0,0,0
312250,2025,0,0,0,0,0,0,0,0,0,0,0
312260,2023,1,0,0,1,1,0,0,0,0,0,0
312260,2024,0,0,0,0,0,0,0,0,0,0,0
312260,2025,0,0,0,0,0,0,0,0,0,0,0
312270,2023,1,1,1,0,0,0,0,0,0,0,0
312270,2024,0,0,0,0,0,0,0,0,0,0,0
312270,2025,0,0,0,0,0,0,0,0,0,0,0
312280,2023,0,0,0,0,0,0,0,0,0,0,0
312280,2024,1,1,1,0,0,0,0,0,0,0,0
312280,2025,0,0,0,0,0,0,0,0,0,0,0
312290,2023,0,0,0,0,0,0,0,0,0,0,0
312290,2024,0,0,0,0,0,0,0,0,0,0,0
312290,2025,0,0,0,0,0,0,0,0,0,0,0
312300,2023,2,0,0,0,0,2,2,0,0,0,0
312300,2024,3,3,3,0,0,0,0,0,0,0,0
312300,2025,1,1,1,0,0,0,0,0,0,0,0
312310,2023,1,1,1,0,0,0,0,0,0,0,0
312310,2024,0,0,0,0,0,0,0,0,0,0,0
312310,2025,0,0,0,0,0,0,0,0,0,0,0
312320,2023,1,0,0,0,0,1,1,0,0,0,0
312320,2024,1,0,0,1,1,0,0,0,0,0,0
312320,2025,0,0,0,0,0,0,0,0,0,0,0
312330,2023,1,1,1,0,0,0,0,0,0,0,0
312330,2024,3,2,2,0,0,1,1,0,0,0,0
312330,2025,0,0,0,0,0,0,0,0,0,0,0
312340,2023,0,0,0,0,0,0,0,0,0,0,0
312340,2024,1,1,1,0,0,0,0,0,0,0,0
312340,2025,0,0,0,0,0,0,0,0,0,0,0
312350,2023,0,0,0,0,0,0,0,0,0,0,0
312350,2024,0,0,0,0,0,0,0,0,0,0,0
312350,2025,0,0,0,0,0,0,0,0,0,0,0
312352,2023,4,1,1,0,0,3,2,0,1,0,0
312352,2024,2,1,1,0,0,1,1,0,0,0,0
312352,2025,0,0,0,0,0,0,0,0,0,0,0
312360,2023,12,10,10,2,2,0,0,0,0,0,0
312360,2024,1,1,1,0,0,0,0,0,0,0,0
312360,2025,1,1,1,0,0,0,0,0,0,0,0
312370,2023,1,1,1,0,0,0,0,0,0,0,0
312370,2024,1,1,1,0,0,0,0,0,0,0,0
312370,2025,1,1,1,0,0,0,0,0,0,0,0
312380,2023,2,1,1,1,1,0,0,0,0,0,0
312380,2024,2,2,2,0,0,0,0,0,0,0,0
312380,2025,0,0,0,0,0,0,0,0,0,0,0
312385,2023,1,1,1,0,0,0,0,0,0,0,0
312385,2024,0,0,0,0,0,0,0,0,0,0,0
312385,2025,1,1,1,0,0,0,0,0,0,0,0
312390,2023,2,1,1,0,0,1,1,0,0,0,0
312390,2024,3,1,1,1,1,1,1,0,0,0,0
312390,2025,1,0,0,0,0,1,1,0,0,0,0
312400,2023,5,4,4,0,0,1,1,0,0,0,0
312400,2024,2,2,2,0,0,0,0,0,0,0,0
312400,2025,1,0,0,0,0,1,1,0,0,0,0
312410,2023,14,11,11,3,3,0,0,0,0,0,0
312410,2024,15,14,14,1,1,0,0,0,0,0,0
312410,2025,9,9,9,0,0,0,0,0,0,0,0
312420,2023,2,2,2,0,0,0,0,0,0,0,0
312420,2024,6,5,5,0,0,0,0,1,1,0,0
312420,2025,1,1,1,0,0,0,0,0,0,0,0
312430,2023,5,5,5,0,0,0,0,0,0,0,0
312430,2024,8,6,6,0,0,0,0,2,2,0,0
312430,2025,1,1,1,0,0,0,0,0,0,0,0
312440,2023,0,0,0,0,0,0,0,0,0,0,0
312440,2024,1,1,1,0,0,0,0,0,0,0,0
312440,2025,1,1,1,0,0,0,0,0,0,0,0
312450,2023,5,5,5,0,0,0,0,0,0,0,0
312450,2024,2,2,2,0,0,0,0,0,0,0,0
312450,2025,1,1,1,0,0,0,0,0,0,0,0
312460,2023,0,0,0,0,0,0,0,0,0,0,0
312460,2024,0,0,0,0,0,0,0,0,0,0,0
312460,2025,1,1,1,0,0,0,0,0,0,0,0
312470,2023,0,0,0,0,0,0,0,0,0,0,0
312470,2024,0,0,0,0,0,0,0,0,0,0,0
312470,2025,0,0,0,0,0,0,0,0,0,0,0
312480,2023,3,2,2,1,1,0,0,0,0,0,0
312480,2024,1,1,1,0,0,0,0,0,0,0,0
312480,2025,0,0,0,0,0,0,0,0,0,0,0
312490,2023,2,1,1,0,0,0,0,1,1,0,0
312490,2024,2,2,2,0,0,0,0,0,0,0,0
312490,2025,1,1,1,0,0,0,0,0,0,0,0
312500,2023,2,1,1,1,1,0,0,0,0,0,0
312500,2024,0,0,0,0,0,0,0,0,0,0,0
312500,2025,0,0,0,0,0,0,0,0,0,0,0
312510,2023,12,5,5,1,1,6,6,0,0,0,0
312510,2024,11,6,6,1,1,4,4,0,0,0,0
